Gene stable ID,Gene name,NCBI gene (formerly Entrezgene) ID
ENSGALG00010000904,,
ENSGALG00010000905,,
ENSGALG00010000906,,
ENSGALG00010000907,,
ENSGALG00010000908,,
ENSGALG00010000909,,
ENSGALG00010000910,,
ENSGALG00010000911,,
ENSGALG00010000912,,
ENSGALG00010000913,,
ENSGALG00010000914,,
ENSGALG00010000915,,
ENSGALG00010000916,,
ENSGALG00010000917,,
ENSGALG00010000918,,
ENSGALG00010000919,,
ENSGALG00010000920,,
ENSGALG00010000921,,
ENSGALG00010000922,,
ENSGALG00010000923,,
ENSGALG00010000924,,
ENSGALG00010000925,,
ENSGALG00010000926,,
ENSGALG00010000927,,
ENSGALG00010000928,,
ENSGALG00010000929,,
ENSGALG00010000930,,
ENSGALG00010000931,,
ENSGALG00010000932,,
ENSGALG00010000933,,
ENSGALG00010000934,,
ENSGALG00010000935,,
ENSGALG00010000936,,
ENSGALG00010000937,,
ENSGALG00010000938,,
ENSGALG00010000939,,
ENSGALG00010000940,,
ENSGALG00010000941,,
ENSGALG00010000942,,
ENSGALG00010000943,,
ENSGALG00010000944,,
ENSGALG00010000945,,
ENSGALG00010000946,,
ENSGALG00010000947,,
ENSGALG00010000948,,
ENSGALG00010000949,,
ENSGALG00010000950,,
ENSGALG00010000951,,
ENSGALG00010000952,,
ENSGALG00010000953,,
ENSGALG00010000954,,
ENSGALG00010000955,,
ENSGALG00010000956,,
ENSGALG00010000957,,
ENSGALG00010000958,,
ENSGALG00010000959,,
ENSGALG00010000960,,
ENSGALG00010000961,,
ENSGALG00010000962,,
ENSGALG00010000963,,
ENSGALG00010000964,,
ENSGALG00010000965,,
ENSGALG00010000966,,
ENSGALG00010000967,,
ENSGALG00010000968,,
ENSGALG00010000969,,
ENSGALG00010000970,,
ENSGALG00010000971,,
ENSGALG00010000972,,
ENSGALG00010000973,,
ENSGALG00010000974,,
ENSGALG00010000975,,
ENSGALG00010000976,,
ENSGALG00010000977,,
ENSGALG00010000978,,
ENSGALG00010000979,,
ENSGALG00010000980,,
ENSGALG00010000981,,
ENSGALG00010000982,,
ENSGALG00010000983,,
ENSGALG00010000984,,
ENSGALG00010000985,,
ENSGALG00010000986,,
ENSGALG00010000987,,
ENSGALG00010000988,,
ENSGALG00010000989,,
ENSGALG00010000990,,
ENSGALG00010000991,,
ENSGALG00010000992,,
ENSGALG00010000993,,
ENSGALG00010000994,,
ENSGALG00010000995,,
ENSGALG00010000996,,
ENSGALG00010000997,,
ENSGALG00010000998,,
ENSGALG00010000999,,
ENSGALG00010001000,,
ENSGALG00010001001,,
ENSGALG00010001002,,
ENSGALG00010001003,,
ENSGALG00010001004,,
ENSGALG00010001005,,
ENSGALG00010001006,,
ENSGALG00010001007,,
ENSGALG00010001008,,
ENSGALG00010001009,,
ENSGALG00010001010,,
ENSGALG00010001011,,
ENSGALG00010001012,,
ENSGALG00010001013,,
ENSGALG00010001014,,
ENSGALG00010001015,U6,112531982
ENSGALG00010001016,SNORD123,112531996
ENSGALG00010001017,,
ENSGALG00010001018,,
ENSGALG00010001019,gga-mir-6545,102466678
ENSGALG00010001020,gga-mir-757,777919
ENSGALG00010001021,gga-mir-1766,100315930
ENSGALG00010001022,gga-mir-1613,100315876
ENSGALG00010001023,,
ENSGALG00010001024,,
ENSGALG00010001025,,
ENSGALG00010001026,,
ENSGALG00010001027,,
ENSGALG00010001028,,
ENSGALG00010001029,,
ENSGALG00010001030,,
ENSGALG00010001031,,
ENSGALG00010001032,,
ENSGALG00010001033,,112532134
ENSGALG00010001034,,
ENSGALG00010001035,,
ENSGALG00010001036,,
ENSGALG00010001037,,
ENSGALG00010001038,,
ENSGALG00010001039,,
ENSGALG00010001040,,
ENSGALG00010001041,,
ENSGALG00010001042,,
ENSGALG00010001043,,
ENSGALG00010001044,,
ENSGALG00010001045,,
ENSGALG00010001046,,
ENSGALG00010001047,,
ENSGALG00010001048,,
ENSGALG00010001049,,
ENSGALG00010001050,,
ENSGALG00010001051,,
ENSGALG00010001052,,
ENSGALG00010001053,,
ENSGALG00010001054,,
ENSGALG00010001055,,
ENSGALG00010001056,,
ENSGALG00010001057,,
ENSGALG00010001058,,
ENSGALG00010001059,,
ENSGALG00010001060,,
ENSGALG00010001061,,
ENSGALG00010001062,,
ENSGALG00010001063,,
ENSGALG00010001064,,
ENSGALG00010001065,,
ENSGALG00010001066,SLC33A1,425029
ENSGALG00010001067,,
ENSGALG00010001068,,
ENSGALG00010001069,,
ENSGALG00010001070,C3orf33,100859600
ENSGALG00010001071,,
ENSGALG00010001072,,
ENSGALG00010001073,,
ENSGALG00010001074,,
ENSGALG00010001075,,
ENSGALG00010001076,,
ENSGALG00010001077,,
ENSGALG00010001078,,
ENSGALG00010001079,,
ENSGALG00010001080,,
ENSGALG00010001081,,
ENSGALG00010001082,P2RY1,396275
ENSGALG00010001083,,
ENSGALG00010001084,,
ENSGALG00010001085,,
ENSGALG00010001086,,
ENSGALG00010001087,,
ENSGALG00010001088,,
ENSGALG00010001089,,
ENSGALG00010001090,,
ENSGALG00010001091,,
ENSGALG00010001092,,
ENSGALG00010001093,,
ENSGALG00010001094,,
ENSGALG00010001095,,
ENSGALG00010001096,,
ENSGALG00010001097,,
ENSGALG00010001098,,
ENSGALG00010001099,,
ENSGALG00010001100,,
ENSGALG00010001101,,
ENSGALG00010001102,,
ENSGALG00010001103,,
ENSGALG00010001104,MBNL1,425033
ENSGALG00010001105,,
ENSGALG00010001106,,
ENSGALG00010001107,,
ENSGALG00010001108,,
ENSGALG00010001109,gga-mir-7445-2,102466827
ENSGALG00010001109,gga-mir-7445-2,102465722
ENSGALG00010001110,gga-mir-1743,100315815
ENSGALG00010001111,SUCNR1,771768
ENSGALG00010001112,TSC22D2,100859827
ENSGALG00010001113,IGSF10,425035
ENSGALG00010001114,MED12L,425036
ENSGALG00010001115,PFN2,771904
ENSGALG00010001116,RNF13,396303
ENSGALG00010001117,P2RY13,107049027
ENSGALG00010001118,P2RY12,101749756
ENSGALG00010001119,COMMD2,425044
ENSGALG00010001120,GPR87,425038
ENSGALG00010001121,WWTR1,100859902
ENSGALG00010001122,P2RY14,101749627
ENSGALG00010001123,CP,771940
ENSGALG00010001124,GPR171,101749516
ENSGALG00010001125,CLRN1,771718
ENSGALG00010001126,MINDY4B,771731
ENSGALG00010001127,SIAH2,429164
ENSGALG00010001128,ERICH6,771833
ENSGALG00010001129,TM4SF4,771806
ENSGALG00010001130,,
ENSGALG00010001131,HPS3,425047
ENSGALG00010001132,SELENOT,425041
ENSGALG00010001133,EIF2A,425042
ENSGALG00010001134,,425049
ENSGALG00010001135,GYG1,425050
ENSGALG00010001136,SERP1,107054146
ENSGALG00010001137,OTOL1,
ENSGALG00010001138,SPTSSB,425008
ENSGALG00010001139,,
ENSGALG00010001140,NMD3,425009
ENSGALG00010001141,MTAP,431261
ENSGALG00010001142,PPM1L,429162
ENSGALG00010001143,CDKN2A,395077
ENSGALG00010001144,CDKN2B,395076
ENSGALG00010001145,TRIM36,426811
ENSGALG00010001146,FAM69C,421014
ENSGALG00010001147,PGGT1B,770633
ENSGALG00010001148,C18orf63,421015
ENSGALG00010001149,CIDEA,768659
ENSGALG00010001150,,100859315
ENSGALG00010001151,CCDC112,770644
ENSGALG00010001152,FEM1C,431262
ENSGALG00010001153,TSHZ1,428513
ENSGALG00010001154,PTGR3,421010
ENSGALG00010001155,CYB5A,414798
ENSGALG00010001156,ALDH7A1,426812
ENSGALG00010001157,TIMM21,421016
ENSGALG00010001158,FRMPD1,100859250
ENSGALG00010001159,RTTN,421023
ENSGALG00010001160,TRMT10B,768672
ENSGALG00010001161,B3GALNT1,425011
ENSGALG00010001162,,772097
ENSGALG00010001163,ARL14,101749876
ENSGALG00010001164,KPNA4,425012
ENSGALG00010001165,,768709
ENSGALG00010001166,TRIM59,425013
ENSGALG00010001167,SMC4,395189
ENSGALG00010001168,DOK6,421025
ENSGALG00010001169,,100859749
ENSGALG00010001170,DCAF10,426804
ENSGALG00010001171,POLR1E,426805
ENSGALG00010001172,TMEM200C,421054
ENSGALG00010001173,IFT80,425014
ENSGALG00010001174,,425015
ENSGALG00010001175,,
ENSGALG00010001176,IL12A,407090
ENSGALG00010001177,SEH1L,100859886
ENSGALG00010001178,ZBTB5,431260
ENSGALG00010001179,GRHPR,426806
ENSGALG00010001180,SPIRE1,421033
ENSGALG00010001181,MFSD1,425017
ENSGALG00010001182,ZCCHC7,426807
ENSGALG00010001183,RARRES1,395209
ENSGALG00010001184,,
ENSGALG00010001185,PTPN2,396409
ENSGALG00010001186,,
ENSGALG00010001187,GFM1,425018
ENSGALG00010001188,PSMG2,421040
ENSGALG00010001189,,
ENSGALG00010001190,LXN,771519
ENSGALG00010001191,TOMM5,426803
ENSGALG00010001192,MLF1,425019
ENSGALG00010001193,PRELID3A,421035
ENSGALG00010001194,POT1,404538
ENSGALG00010001195,ZNF608,426810
ENSGALG00010001196,LSMEM1,417778
ENSGALG00010001197,CEP76,421039
ENSGALG00010001198,IFRD1,395226
ENSGALG00010001199,AFG3L2,421036
ENSGALG00010001200,CTTNBP2,417766
ENSGALG00010001201,TUBB6,421037
ENSGALG00010001202,CFTR,100049619
ENSGALG00010001203,TMX3,421027
ENSGALG00010001204,SNX2,426797
ENSGALG00010001205,CEP192,421043
ENSGALG00010001206,RSRC1,425020
ENSGALG00010001207,ASZ1,417768
ENSGALG00010001208,MOV10L1,417738
ENSGALG00010001209,CDH7,374007
ENSGALG00010001210,PANX2,426934
ENSGALG00010001211,,
ENSGALG00010001212,PAX5,387330
ENSGALG00010001213,PPIC,768427
ENSGALG00010001214,TES,395332
ENSGALG00010001215,PRDM6,426800
ENSGALG00010001216,SHOX2,777244
ENSGALG00010001217,,
ENSGALG00010001218,,425021
ENSGALG00010001219,TFEC,417773
ENSGALG00010001220,PLXNB2,425938
ENSGALG00010001221,GRAMD2B,426813
ENSGALG00010001222,ZNF800,417747
ENSGALG00010001223,GRM8,427853
ENSGALG00010001224,DNAJB9,417783
ENSGALG00010001225,SOCS6,421020
ENSGALG00010001226,VEPH1,100859365
ENSGALG00010001227,,101749664
ENSGALG00010001228,THAP5,417784
ENSGALG00010001229,ZNF407,421011
ENSGALG00010001230,PTX3,548626
ENSGALG00010001231,CNDP1,421012
ENSGALG00010001232,TSPAN12,417763
ENSGALG00010001233,CNDP2,421013
ENSGALG00010001234,AASS,417757
ENSGALG00010001235,CCDC102B,100859046
ENSGALG00010001236,,
ENSGALG00010001237,MELK,428391
ENSGALG00010001238,GOLIM4,107049011
ENSGALG00010001239,,
ENSGALG00010001240,,
ENSGALG00010001241,,
ENSGALG00010001242,,425001
ENSGALG00010001243,,
ENSGALG00010001244,,121108916
ENSGALG00010001245,SERPINI1,425002
ENSGALG00010001246,,
ENSGALG00010001247,,
ENSGALG00010001248,PTPRZ1,396403
ENSGALG00010001249,PDCD10,425003
ENSGALG00010001250,,
ENSGALG00010001251,ZNF277,427859
ENSGALG00010001252,SNCAIP,426796
ENSGALG00010001253,,771469
ENSGALG00010001254,NETO1,421018
ENSGALG00010001255,,
ENSGALG00010001256,,
ENSGALG00010001257,,
ENSGALG00010001258,,769660
ENSGALG00010001259,,
ENSGALG00010001260,,100858654
ENSGALG00010001261,,
ENSGALG00010001262,,
ENSGALG00010001263,,
ENSGALG00010001264,FAM3C,417758
ENSGALG00010001265,OPN1LW,396421
ENSGALG00010001266,,
ENSGALG00010001267,BCHE,395358
ENSGALG00010001268,CBLN2,421019
ENSGALG00010001269,,
ENSGALG00010001270,DRAP1,107050177
ENSGALG00010001271,,
ENSGALG00010001272,,
ENSGALG00010001273,,425007
ENSGALG00010001274,DLGAP1,100859693
ENSGALG00010001275,,
ENSGALG00010001276,,121108470
ENSGALG00010001277,,
ENSGALG00010001278,,112530854
ENSGALG00010001279,LPIN2,421059
ENSGALG00010001280,,
ENSGALG00010001281,LRRN3,770169
ENSGALG00010001282,,121107931
ENSGALG00010001283,,
ENSGALG00010001284,,
ENSGALG00010001285,,
ENSGALG00010001286,SRFBP1,426795
ENSGALG00010001287,PLPP4,428987
ENSGALG00010001288,TGIF1,396339
ENSGALG00010001289,,112529982
ENSGALG00010001290,,
ENSGALG00010001291,,107049451
ENSGALG00010001292,LOX,396474
ENSGALG00010001293,,
ENSGALG00010001294,,
ENSGALG00010001295,,101748079
ENSGALG00010001296,,
ENSGALG00010001297,MYL12A,396284
ENSGALG00010001298,DOCK4,417779
ENSGALG00010001299,,
ENSGALG00010001300,MRPL49,100858532
ENSGALG00010001301,GMPS,425028
ENSGALG00010001302,,121108666
ENSGALG00010001303,,121107965
ENSGALG00010001304,SYVN1,107050103
ENSGALG00010001305,WNT16,427856
ENSGALG00010001306,CEP120,426802
ENSGALG00010001307,CALU,107050717
ENSGALG00010001308,MGMT,423965
ENSGALG00010001309,,
ENSGALG00010001310,,
ENSGALG00010001311,,
ENSGALG00010001312,,
ENSGALG00010001313,EMILIN2,421058
ENSGALG00010001314,,
ENSGALG00010001315,,
ENSGALG00010001316,,
ENSGALG00010001317,,
ENSGALG00010001318,,
ENSGALG00010001319,,
ENSGALG00010001320,CPED1,417761
ENSGALG00010001321,HOXA13,373934
ENSGALG00010001322,,
ENSGALG00010001323,,
ENSGALG00010001324,,
ENSGALG00010001325,,
ENSGALG00010001326,,
ENSGALG00010001327,,107052436
ENSGALG00010001328,,
ENSGALG00010001329,,
ENSGALG00010001330,,100859884
ENSGALG00010001331,,
ENSGALG00010001332,,
ENSGALG00010001333,PLCH1,425030
ENSGALG00010001334,EBF3,395175
ENSGALG00010001335,,
ENSGALG00010001336,SPMIP4,420625
ENSGALG00010001337,,
ENSGALG00010001338,,
ENSGALG00010001339,,
ENSGALG00010001340,,
ENSGALG00010001341,,
ENSGALG00010001342,,
ENSGALG00010001343,,121108667
ENSGALG00010001343,,121108665
ENSGALG00010001344,,
ENSGALG00010001345,,
ENSGALG00010001346,,
ENSGALG00010001347,MYOM1,395805
ENSGALG00010001348,NPVF,378785
ENSGALG00010001349,ING3,417762
ENSGALG00010001350,SPDYC,107049524
ENSGALG00010001351,CAPN1,693249
ENSGALG00010001352,,
ENSGALG00010001353,GLRX3,423968
ENSGALG00010001354,,
ENSGALG00010001355,,
ENSGALG00010001356,,
ENSGALG00010001357,,
ENSGALG00010001358,TCERG1L,423969
ENSGALG00010001359,,
ENSGALG00010001360,,
ENSGALG00010001361,,
ENSGALG00010001362,,
ENSGALG00010001363,HIBADH,420632
ENSGALG00010001364,SMCHD1,421057
ENSGALG00010001365,,
ENSGALG00010001366,,
ENSGALG00010001367,IMMP2L,417780
ENSGALG00010001368,WIPF3,420634
ENSGALG00010001369,PPP2R2D,423970
ENSGALG00010001370,,
ENSGALG00010001371,,
ENSGALG00010001372,,112530071
ENSGALG00010001373,IMPA2,421032
ENSGALG00010001374,,
ENSGALG00010001375,,
ENSGALG00010001376,,
ENSGALG00010001377,,
ENSGALG00010001378,POLA2,100859759
ENSGALG00010001379,,
ENSGALG00010001380,SCRN1,420635
ENSGALG00010001381,MDFIC,417774
ENSGALG00010001382,BNIP3,423971
ENSGALG00010001383,,
ENSGALG00010001384,,
ENSGALG00010001385,MME,425031
ENSGALG00010001386,FKBP14,420636
ENSGALG00010001387,,
ENSGALG00010001388,MPPE1,421031
ENSGALG00010001389,,121108045
ENSGALG00010001389,,121107974
ENSGALG00010001389,,100859218
ENSGALG00010001390,,
ENSGALG00010001391,U2,
ENSGALG00010001392,gga-mir-7483,102465748
ENSGALG00010001393,,
ENSGALG00010001394,gga-mir-31,777880
ENSGALG00010001395,GNAL,474379
ENSGALG00010001396,,
ENSGALG00010001397,KLHL7,420612
ENSGALG00010001398,WDR11,423935
ENSGALG00010001399,,
ENSGALG00010001400,SNX24,426798
ENSGALG00010001401,,
ENSGALG00010001402,NUP42,420614
ENSGALG00010001403,,
ENSGALG00010001404,,420615
ENSGALG00010001405,,
ENSGALG00010001406,EML3,107049450
ENSGALG00010001407,FOXP2,769935
ENSGALG00010001408,,100857541
ENSGALG00010001409,GPNMB,428431
ENSGALG00010001410,MC2R,428516
ENSGALG00010001411,FGFR2,396259
ENSGALG00010001412,,
ENSGALG00010001413,,
ENSGALG00010001414,CCDC126,420619
ENSGALG00010001415,MC5R,421047
ENSGALG00010001416,AP4M1,396046
ENSGALG00010001417,,
ENSGALG00010001418,RNMT,421046
ENSGALG00010001419,KCND2,374143
ENSGALG00010001420,FAM221A,420620
ENSGALG00010001421,,
ENSGALG00010001422,AP1S1,107050649
ENSGALG00010001423,FAM210A,421045
ENSGALG00010001424,,
ENSGALG00010001425,,
ENSGALG00010001426,ATE1,423936
ENSGALG00010001427,ASB11,101749218
ENSGALG00010001428,,
ENSGALG00010001429,,112533497
ENSGALG00010001430,,
ENSGALG00010001431,,
ENSGALG00010001432,NSMCE4A,423937
ENSGALG00010001433,,
ENSGALG00010001434,,
ENSGALG00010001435,,
ENSGALG00010001436,,
ENSGALG00010001437,,
ENSGALG00010001438,,
ENSGALG00010001439,,
ENSGALG00010001440,CDCA7L,420608
ENSGALG00010001441,HMGCLL1,421886
ENSGALG00010001442,LDLRAD4,421044
ENSGALG00010001443,ANKRD26,417764
ENSGALG00010001444,,
ENSGALG00010001445,,
ENSGALG00010001446,,
ENSGALG00010001447,GFRAL,421887
ENSGALG00010001448,GPR37,417748
ENSGALG00010001449,,121108043
ENSGALG00010001449,,121108022
ENSGALG00010001449,,121107973
ENSGALG00010001449,,121107957
ENSGALG00010001449,,121107940
ENSGALG00010001449,,100859329
ENSGALG00010001450,GPR149,395382
ENSGALG00010001451,HCRTR2,428644
ENSGALG00010001452,,
ENSGALG00010001453,TAX1BP1,395490
ENSGALG00010001454,VEGFD,395255
ENSGALG00010001455,,
ENSGALG00010001456,LSM8,417765
ENSGALG00010001457,NDC80,395134
ENSGALG00010001458,JAZF1,420633
ENSGALG00010001459,,
ENSGALG00010001460,MALSU1,420616
ENSGALG00010001461,ASB9,418625
ENSGALG00010001462,DHX36,425032
ENSGALG00010001463,DSEL,421028
ENSGALG00010001464,,
ENSGALG00010001465,TACC2,423939
ENSGALG00010001466,PRKX,418656
ENSGALG00010001467,,
ENSGALG00010001468,ANOS1,396395
ENSGALG00010001469,ARHGEF26,429163
ENSGALG00010001470,GPR85,417775
ENSGALG00010001471,BMP5,396053
ENSGALG00010001472,,
ENSGALG00010001473,,
ENSGALG00010001474,,
ENSGALG00010001475,BMT2,417776
ENSGALG00010001476,IGF2BP3,420617
ENSGALG00010001477,NLGN4Y,428006
ENSGALG00010001478,,100858353
ENSGALG00010001479,TMEM168,417777
ENSGALG00010001480,JAKMIP3,428991
ENSGALG00010001481,,
ENSGALG00010001482,TRA2A,420618
ENSGALG00010001483,,121110182
ENSGALG00010001484,BMX,428003
ENSGALG00010001485,,
ENSGALG00010001486,WNT2,417769
ENSGALG00010001487,CDH19,421029
ENSGALG00010001488,GRPR,378928
ENSGALG00010001489,,
ENSGALG00010001490,,
ENSGALG00010001491,PHF3,428641
ENSGALG00010001492,,
ENSGALG00010001493,,
ENSGALG00010001494,,
ENSGALG00010001495,CCNL1,425024
ENSGALG00010001496,PTP4A1,421877
ENSGALG00010001497,LEKR1,425025
ENSGALG00010001498,,
ENSGALG00010001499,TIPARP,425026
ENSGALG00010001500,,
ENSGALG00010001501,CAPZA2,417771
ENSGALG00010001502,LGSN,428642
ENSGALG00010001503,,
ENSGALG00010001504,RBMS3,420661
ENSGALG00010001505,SSR3,425027
ENSGALG00010001506,DPYSL4,374022
ENSGALG00010001507,METTL4,421056
ENSGALG00010001508,CD109,421862
ENSGALG00010001509,,
ENSGALG00010001510,AP1S2,418621
ENSGALG00010001511,,
ENSGALG00010001512,PLCL2,420645
ENSGALG00010001513,ZRSR2,428002
ENSGALG00010001514,MET,396134
ENSGALG00010001515,,
ENSGALG00010001516,TMEM27,418622
ENSGALG00010001517,CAV2,417772
ENSGALG00010001518,SLC17A5,421863
ENSGALG00010001519,,
ENSGALG00010001520,KCNAB1,395730
ENSGALG00010001521,TBC1D5,420646
ENSGALG00010001522,,
ENSGALG00010001523,,
ENSGALG00010001524,ACE2,418623
ENSGALG00010001525,EEF1A1,373963
ENSGALG00010001526,PPP1R3A,101747406
ENSGALG00010001527,STK32C,769291
ENSGALG00010001528,NR1D2,396125
ENSGALG00010001529,,
ENSGALG00010001530,,
ENSGALG00010001531,,
ENSGALG00010001532,,
ENSGALG00010001533,,
ENSGALG00010001534,SLITRK3,107054133
ENSGALG00010001535,RAP2B,107054143
ENSGALG00010001536,ASMT,396286
ENSGALG00010001537,,
ENSGALG00010001538,,
ENSGALG00010001539,,
ENSGALG00010001540,TRABD,417746
ENSGALG00010001541,,
ENSGALG00010001542,MTO1,772297
ENSGALG00010001543,,
ENSGALG00010001544,,121108000
ENSGALG00010001545,SELENOO,417745
ENSGALG00010001546,CGAS,421864
ENSGALG00010001547,PWWP2B,423972
ENSGALG00010001548,AKAP17A,418664
ENSGALG00010001549,,100858457
ENSGALG00010001550,,428637
ENSGALG00010001551,FHIP1B,425130
ENSGALG00010001552,TUBGCP6,769701
ENSGALG00010001553,CNGA4,430630
ENSGALG00010001554,,107050418
ENSGALG00010001555,,
ENSGALG00010001556,EPB41L3,421055
ENSGALG00010001557,THRB,396431
ENSGALG00010001558,CCKBR,414885
ENSGALG00010001559,HDAC10,417742
ENSGALG00010001560,,
ENSGALG00010001561,,
ENSGALG00010001562,,
ENSGALG00010001563,,
ENSGALG00010001564,,
ENSGALG00010001565,,
ENSGALG00010001566,,
ENSGALG00010001567,INPP5A,423973
ENSGALG00010001568,,
ENSGALG00010001569,,
ENSGALG00010001570,SMPD1,419077
ENSGALG00010001571,,
ENSGALG00010001572,,112533554
ENSGALG00010001573,,
ENSGALG00010001574,,
ENSGALG00010001575,,
ENSGALG00010001576,,
ENSGALG00010001577,NKX6-2,395591
ENSGALG00010001578,,417741
ENSGALG00010001579,,
ENSGALG00010001580,,
ENSGALG00010001581,,
ENSGALG00010001582,,
ENSGALG00010001583,,
ENSGALG00010001584,,
ENSGALG00010001585,CHN2,
ENSGALG00010001586,ZBTB14,396070
ENSGALG00010001587,,
ENSGALG00010001588,,100858315
ENSGALG00010001589,EVX1,428434
ENSGALG00010001590,,
ENSGALG00010001591,,
ENSGALG00010001592,,
ENSGALG00010001593,,
ENSGALG00010001594,,
ENSGALG00010001595,AKAIN1,769357
ENSGALG00010001596,,
ENSGALG00010001597,,
ENSGALG00010001598,,
ENSGALG00010001599,TBL1X,426045
ENSGALG00010001600,,
ENSGALG00010001601,,
ENSGALG00010001602,,
ENSGALG00010001603,,
ENSGALG00010001604,,
ENSGALG00010001605,APBB1,100859045
ENSGALG00010001606,PIGA,418624
ENSGALG00010001607,,
ENSGALG00010001608,,
ENSGALG00010001609,,
ENSGALG00010001610,,
ENSGALG00010001611,MAPK12,769763
ENSGALG00010001612,HPX,
ENSGALG00010001613,,
ENSGALG00010001614,,
ENSGALG00010001615,,
ENSGALG00010001616,OPNVA,423974
ENSGALG00010001617,TRIM3,425131
ENSGALG00010001618,,
ENSGALG00010001619,,
ENSGALG00010001620,MOSPD2,418627
ENSGALG00010001621,DLGAP2,421903
ENSGALG00010001622,,
ENSGALG00010001623,,
ENSGALG00010001624,,
ENSGALG00010001625,,
ENSGALG00010001626,,
ENSGALG00010001627,ARFIP2,419075
ENSGALG00010001628,MAPK11,417739
ENSGALG00010001629,,
ENSGALG00010001630,,
ENSGALG00010001631,,
ENSGALG00010001632,FANCB,418628
ENSGALG00010001633,B3GAT2,
ENSGALG00010001634,,
ENSGALG00010001635,TIMM10B,107052461
ENSGALG00010001636,,
ENSGALG00010001637,,
ENSGALG00010001638,,
ENSGALG00010001639,ZNF385D,420651
ENSGALG00010001640,,
ENSGALG00010001641,,
ENSGALG00010001642,,121106941
ENSGALG00010001643,,
ENSGALG00010001644,,
ENSGALG00010001645,,
ENSGALG00010001646,,
ENSGALG00010001647,ARL8BL,769134
ENSGALG00010001648,,
ENSGALG00010001649,UBE2E2,
ENSGALG00010001650,,
ENSGALG00010001651,,
ENSGALG00010001652,,
ENSGALG00010001653,,
ENSGALG00010001654,RPS11,419049
ENSGALG00010001655,,
ENSGALG00010001656,GLRA2,772019
ENSGALG00010001657,SMAP1,100858913
ENSGALG00010001658,,
ENSGALG00010001659,,
ENSGALG00010001660,,
ENSGALG00010001661,TCTN3,100857412
ENSGALG00010001662,,
ENSGALG00010001663,,
ENSGALG00010001664,SPAM1,417749
ENSGALG00010001665,,
ENSGALG00010001666,PIEZO2,421052
ENSGALG00010001667,,
ENSGALG00010001668,UBE2E1,420653
ENSGALG00010001669,,
ENSGALG00010001670,SHOX,418669
ENSGALG00010001671,,
ENSGALG00010001672,,
ENSGALG00010001673,HYAL6,105667218
ENSGALG00010001674,,419074
ENSGALG00010001675,,
ENSGALG00010001676,,
ENSGALG00010001677,SDHAF4,421870
ENSGALG00010001678,SYAP1,418619
ENSGALG00010001679,,
ENSGALG00010001680,SCARNA7,112533096
ENSGALG00010001681,NAPG,421051
ENSGALG00010001682,gga-mir-1754,100315822
ENSGALG00010001683,,
ENSGALG00010001684,gga-mir-6556,102465969
ENSGALG00010001685,gga-mir-16-2,777826
ENSGALG00010001686,WASL,417750
ENSGALG00010001687,gga-mir-15b,777827
ENSGALG00010001688,,
ENSGALG00010001689,ILK,374018
ENSGALG00010001690,,
ENSGALG00010001691,CTPS2,418620
ENSGALG00010001692,ALDH18A1,423976
ENSGALG00010001693,NKIRAS1,420654
ENSGALG00010001694,,
ENSGALG00010001695,LMOD2,417751
ENSGALG00010001696,FAM135A,421871
ENSGALG00010001697,TAF10,107052460
ENSGALG00010001698,RPL15,428442
ENSGALG00010001699,ASB15,417752
ENSGALG00010001700,,121106957
ENSGALG00010001701,NDUFA5,417753
ENSGALG00010001702,PLEKHA1,423940
ENSGALG00010001703,,
ENSGALG00010001704,,419073
ENSGALG00010001705,HTRA1,100857572
ENSGALG00010001706,IQUB,417754
ENSGALG00010001707,,
ENSGALG00010001708,AADAC,425034
ENSGALG00010001709,,
ENSGALG00010001710,LCMT2,419072
ENSGALG00010001711,CREB5,428435
ENSGALG00010001712,ATP6AP1,427854
ENSGALG00010001713,PNPLA4,418653
ENSGALG00010001714,SLC13A1,770198
ENSGALG00010001715,,
ENSGALG00010001716,TRIL,428436
ENSGALG00010001717,STARD10,
ENSGALG00010001718,,
ENSGALG00010001719,,
ENSGALG00010001720,,
ENSGALG00010001721,TM4SF1,
ENSGALG00010001722,,
ENSGALG00010001723,,
ENSGALG00010001724,,
