"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0072009","GO:0072009","nephron epithelium development",70,0.288349804668681,1.2225905685007,0.134453781512605,0.351466902550494,0.278094617348324,1606,"tags=23%, list=16%, signal=19%","Bcl2/Ext1/Ampd2/Ptpro/Gpc3/Gzf1/Kif26b/Sox8/Eya1/Notch2/Hs3st3b1/Pbx1/Lgr4/Wnt7b/Mtss1/Hs3st3a1"
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity",27,-0.382971838444022,-1.29142516441581,0.134724857685009,0.351866850044985,0.278411071741705,2957,"tags=52%, list=29%, signal=37%","Trib1/Dnm1l/Psen1/Rps2/Rpl23/Bag5/Rpl5/Bag2/Fzr1/Stub1/Usp44/Park7/Skp1/Ube2l3"
"GO:0007528","GO:0007528","neuromuscular junction development",53,0.308861283795527,1.23515804702551,0.134969325153374,0.352196662834549,0.278672032762059,3243,"tags=51%, list=32%, signal=35%","Unc13c/Tnc/Kalrn/Cntnap2/Cacng2/Cacna2d2/Pdzrn3/Agrn/Cacnb2/Sorbs2/Rapsn/Large1/Gphn/Lrp4/Colq/Gsk3b/Pmp22/Farp1/Cacnb4/Nedd4/Als2/Mycbp2/Ky/Erbb2/Dnaja3/App/Fzd9"
"GO:0051851","GO:0051851","modulation by host of symbiont process",55,-0.317068801519636,-1.24776698569845,0.135135135135135,0.35232082476177,0.278770274626056,2066,"tags=33%, list=20%, signal=26%","Hspa8/Fbxl2/Tfap4/Rab5a/Napepld/Ccnt1/Fasn/Rab29/Ccnk/Ltf/Tmem41b/Smarcb1/Psmc3/Rab9/Cdk9/Csf1r/Eef1a1/Inpp5k"
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity",170,0.239348010192656,1.1761102947106,0.135440180586907,0.352807463416944,0.279155322519942,2223,"tags=29%, list=22%, signal=23%","Fgf13/Igf1r/Kcnq2/Wnt7a/Rhoq/Pard3/Pard3b/Myo9a/Nde1/Dlg2/Ust/Frmd4a/Mtcl1/Coro7/Ephb1/Pdlim1/Rhobtb2/Ank3/Lama1/Amotl1/Kif26b/Exoc4/Arf6/Gpsm1/Eya1/Lrrc7/Brsk2/Pkd1/Myo18a/Spint2/Atn1/Ankfn1/Wnt7b/Dst/Flot2/Lin7a/Map2/Ndc80/Pals1/Fermt1/Ptk7/Gsk3b/Pard6g/Pkhd1/Cep290/Igf1/Fat1/Wnt11/Abl1/Clasp2"
"GO:0030850","GO:0030850","prostate gland development",32,0.356089457057007,1.27897007429204,0.135699373695198,0.353133820265874,0.279413549062366,2134,"tags=31%, list=21%, signal=25%","Igf1r/Tnc/Wdr77/Cdkn1b/Bmp7/Rxra/Sulf1/Ar/Igf1/Cyp7b1"
"GO:0048645","GO:0048645","animal organ formation",41,0.328559455799023,1.24727567026733,0.135802469135802,0.353133820265874,0.279413549062366,2407,"tags=37%, list=23%, signal=28%","Robo1/Ext1/Robo2/Bmp7/Eya1/Axin2/Bmpr1a/Lemd2/Sulf1/Ar/Wnt11/Lrp2/Gli3/Rdh10/Rbm20"
"GO:0051452","GO:0051452","intracellular pH reduction",34,-0.362295629018802,-1.27710484392339,0.136363636363636,0.354283902670999,0.280323540085849,2493,"tags=35%, list=24%, signal=27%","Slc4a7/Car2/Atp6v1b2/Slc9a8/Clic4/Cln5/Tmem9/Aqp11/Lamp2/Ppt1/Tpcn2/Creg1"
"GO:0032273","GO:0032273","positive regulation of protein polymerization",54,0.307140639455231,1.22266450157397,0.136842105263158,0.355217311571612,0.281062090399297,1027,"tags=20%, list=10%, signal=18%","Nck2/Cracd/Tenm1/Nav3/Ambra1/Akap9/Cdkn1b/Met/Prkce/Togaram1/Arf6"
"GO:0044409","GO:0044409","symbiont entry into host",46,-0.332992234950376,-1.26651597764537,0.138132295719844,0.358254343990545,0.283465111458432,570,"tags=41%, list=6%, signal=39%","Phb1/Jpt2/Zfp639/Trim26/Pikfyve/Uvrag/Fuca2/Gsn/Tpcn1/Eps15/Nrp1/Insr/Tpcn2/Snx3/Ctsb/P4hb/Vps18/Itgav/Npc1"
"GO:0022406","GO:0022406","membrane docking",73,-0.290841238078603,-1.22481960990853,0.138376383763838,0.358575324883684,0.283719084330431,609,"tags=15%, list=6%, signal=14%","Snap29/Stx7/Rab8a/Stx19/Stx3/Snx3/Vps18/Ahcyl1/Esyt1/Rab8b/Vps11"
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity",24,-0.397351098412099,-1.29161670231722,0.140077821011673,0.359825158781907,0.28470800270981,1235,"tags=25%, list=12%, signal=22%","Rabgef1/Adora2b/Ddx21/Ticam1/Snx4/Ddx1"
"GO:0032367","GO:0032367","intracellular cholesterol transport",24,-0.397056026992149,-1.29065755264856,0.140077821011673,0.359825158781907,0.28470800270981,1648,"tags=29%, list=16%, signal=25%","Nus1/Serac1/Tmem97/Arv1/Tpcn2/Npc1/Scp2"
"GO:0007026","GO:0007026","negative regulation of microtubule depolymerization",26,0.37876788930438,1.2759940479784,0.139917695473251,0.359825158781907,0.28470800270981,2512,"tags=46%, list=24%, signal=35%","Mid1/Fgf13/Nav3/Taok1/Atxn7/Ttbk2/Hdgfl3/Map2/Mid1ip1/Clasp2/Clasp1/Map1a"
"GO:0170034","GO:0170034","L-amino acid biosynthetic process",31,-0.369743397387585,-1.27143171801827,0.140151515151515,0.359825158781907,0.28470800270981,2451,"tags=48%, list=24%, signal=37%","Cth/Mtr/Ggt1/Aasdhppt/Asl/Got1/Enoph1/Psph/Asns/Got2/Pycr1/Apip/Adi1/Park7/Glul"
"GO:0019646","GO:0019646","aerobic electron transport chain",49,-0.325874845787647,-1.26670441429641,0.14018691588785,0.359825158781907,0.28470800270981,2223,"tags=39%, list=22%, signal=31%","Cox7a2/Ndufa10/Ndufb9/Cox4i1/ND6/Uqcrh/Ndufs3/Uqcr11/Sdhb/Sdhd/Uqcr10/Cycs/Ndufs1/Ndufs6/Uqcrc1/Ndufa8/Park7/Uqcrb/Dld"
"GO:0032008","GO:0032008","positive regulation of TOR signaling",49,-0.325049641169956,-1.26349677079328,0.14018691588785,0.359825158781907,0.28470800270981,2244,"tags=31%, list=22%, signal=24%","Hdac3/Sesn2/Src/Xbp1/Akt1/Rragc/Otub1/Smcr8/Lars1/Tbk1/Ogt/Mios/Sec13/Rps6kb1/Kdr"
"GO:0060337","GO:0060337","type I interferon-mediated signaling pathway",34,0.347124081815685,1.2614282013793,0.139240506329114,0.359825158781907,0.28470800270981,2128,"tags=32%, list=21%, signal=26%","Irf7/Stat2/Samhd1/Adar/Lsm14a/Hdac4/Ube2k/Gigyf2/Ifih1/Ythdf3/Eif4e2"
"GO:0071357","GO:0071357","cellular response to type I interferon",34,0.347124081815685,1.2614282013793,0.139240506329114,0.359825158781907,0.28470800270981,2128,"tags=32%, list=21%, signal=26%","Irf7/Stat2/Samhd1/Adar/Lsm14a/Hdac4/Ube2k/Gigyf2/Ifih1/Ythdf3/Eif4e2"
"GO:0015872","GO:0015872","dopamine transport",49,0.312153887983823,1.21480089377199,0.139186295503212,0.359825158781907,0.28470800270981,2312,"tags=29%, list=23%, signal=22%","Syt10/Drd2/Smpd3/Rab3b/Syt1/Oprk1/Drd1/Chrm5/Syt6/Cnr1/Prkn/Syt17/Kcna2/Syt13"
"GO:0048545","GO:0048545","response to steroid hormone",152,0.241273729211964,1.17407624015687,0.140086206896552,0.359825158781907,0.28470800270981,2146,"tags=31%, list=21%, signal=25%","Tbl1x/Esrrg/Calcr/Foxp1/Bcl2/Hsd3b4/Smyd3/Ncor2/Arid1a/Rbfox2/Fibin/Ppargc1b/Ddx17/Ncoa1/Ep300/Zmiz1/Sstr4/Nr3c2/Crebrf/Akap13/Nr3c1/Maob/Pappa/Lmo3/Lats1/Adam9/Paqr7/Trerf1/Smarca4/Bdnf/Uri1/Tgfb2/Cpn1/Cnot2/Fkrp/Rxra/Gba1/Atp1a1/Zfp764l1/Hnrnpu/Ar/Gsk3b/Ncor1/Mbp/Igf1/Cyp7b1/Parp1"
"GO:0010001","GO:0010001","glial cell differentiation",199,0.229411560788948,1.15087466632456,0.139380530973451,0.359825158781907,0.28470800270981,2275,"tags=29%, list=22%, signal=23%","Epha4/Tenm4/Egfr/Ntrk3/Sox11/Pou3f2/Eif2b3/Cntnap2/Pard3/Gpc1/Mmp24/Ptpra/Dab1/Sox13/Tcf7l2/Myoc/Slc8a3/Drd1/Qki/Adora2a/Sirt2/Nkx2-1/Exoc4/Dmd/Sox6/Sox1/Ski/Nr3c1/Sox8/Ptprz1/Grn/Notch2/Lingo1/Prpf19/Enpp1/Sox4/Large1/Smarca4/Ulk4/Cdh2/Nfia/Fkrp/Pals1/Gba1/Phgdh/Abca2/Daam2/Grb2/Igf1/Abl1/Mtor/Aspa/Tnfrsf21/Lrp6/Afdn/Gli3/Pmp22"
"GO:0032206","GO:0032206","positive regulation of telomere maintenance",53,-0.318051238348226,-1.23973490966613,0.140350877192982,0.359935984539662,0.284795692465151,2087,"tags=28%, list=20%, signal=23%","Naf1/Tnks/Actr8/Nfrkb/Cct2/Map3k4/Ruvbl1/Prkcq/Sirt6/Terf2ip/Nabp2/Slx4/Uchl5/Cct8/Hnrnpa2b1"
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process",21,-0.408497326908296,-1.27917217739275,0.140926640926641,0.360481879795185,0.285227626542287,933,"tags=43%, list=9%, signal=39%","Myb/Il18/Suco/Larp6/Inhba/Rgcc/Vim/Acvr1b/Ccn2"
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process",21,-0.408497326908296,-1.27917217739275,0.140926640926641,0.360481879795185,0.285227626542287,933,"tags=43%, list=9%, signal=39%","Myb/Il18/Suco/Larp6/Inhba/Rgcc/Vim/Acvr1b/Ccn2"
"GO:1902692","GO:1902692","regulation of neuroblast proliferation",45,0.320921972895812,1.23028174359432,0.140756302521008,0.360481879795185,0.285227626542287,258,"tags=11%, list=3%, signal=11%","Drd2/Six3/Prox1/Vegfc/Tafa1"
"GO:0046628","GO:0046628","positive regulation of insulin receptor signaling pathway",24,-0.394589464310235,-1.28263982331547,0.142023346303502,0.362410491905355,0.286753621288589,2371,"tags=62%, list=23%, signal=48%","Ptpn2/Igf2/Pak1/Agt/Marcks/Prkcz/Opa1/C1qtnf12/Mfn2/Adipor1/Sorl1/Ptpn11/Src/Ctsd/Tsc2"
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity",40,0.332678647970586,1.24924735735042,0.141975308641975,0.362410491905355,0.286753621288589,463,"tags=15%, list=5%, signal=14%","Tap1/Cadm1/B2m/Tap2/Rasgrp1/Ctsh"
"GO:0032388","GO:0032388","positive regulation of intracellular transport",110,-0.271415916230941,-1.20335532278239,0.142045454545455,0.362410491905355,0.286753621288589,2689,"tags=34%, list=26%, signal=25%","Tbc1d20/Kif3a/Mapk14/Ipo5/Nf2/Ehd2/Ice1/Hdac3/Ywhae/Sorl1/Stx18/Mlc1/Ezr/Xbp1/Sar1b/Oaz2/Tm9sf4/Prr5l/Rab29/Jup/Nutf2/Ran/Bag3/Rbm22/Ppm1a/Ergic3/Prkcq/Msn/Pdcd5/Sirt6/Tnfrsf1a/Pgap1/Arf1/Eif3e/Rab21/Scp2/Vps11"
"GO:0061081","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response",25,-0.395712075206424,-1.29188471434616,0.142578125,0.363237445148708,0.287407939644333,963,"tags=32%, list=9%, signal=29%","Casp1/Mif/Nod1/Ddx21/Gprc5b/Ticam1/Ddx1/Kit"
"GO:0007413","GO:0007413","axonal fasciculation",20,0.409453842591651,1.28817057225804,0.142857142857143,0.363237445148708,0.287407939644333,2252,"tags=45%, list=22%, signal=35%","Epha4/Epha3/Sema3a/Ptprz1/Ephb3/Cnr1/Ephb2/Tnfrsf21/Sema5a"
"GO:0106030","GO:0106030","neuron projection fasciculation",20,0.409453842591651,1.28817057225804,0.142857142857143,0.363237445148708,0.287407939644333,2252,"tags=45%, list=22%, signal=35%","Epha4/Epha3/Sema3a/Ptprz1/Ephb3/Cnr1/Ephb2/Tnfrsf21/Sema5a"
"GO:0003209","GO:0003209","cardiac atrium morphogenesis",20,0.408093103181187,1.28388959041652,0.142857142857143,0.363237445148708,0.287407939644333,2155,"tags=40%, list=21%, signal=32%","Prox1/Bmpr2/Notch2/Sox4/Acvr1/Tgfb2/Ccm2l/Hey2"
"GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus",31,0.359438078579364,1.27085866771345,0.143459915611814,0.364459120650645,0.28837457797861,2051,"tags=35%, list=20%, signal=28%","Irf7/Parp14/Lsm14a/Crebrf/Ube2k/C1qtnf4/Cd74/Ripk1/Ifih1/Prkn/Gas6"
"GO:0007492","GO:0007492","endoderm development",46,-0.32851353417958,-1.2494815080994,0.143968871595331,0.365440576962594,0.289151145318337,1708,"tags=33%, list=17%, signal=27%","Nckap1/Arc/Col5a2/Med12/Angpt1/Fn1/Nr0b1/Inhba/Leo1/Map2k1/Zfp36l1/Dusp5/Hsbp1/Itga5/Itgav"
"GO:0007099","GO:0007099","centriole replication",30,-0.373817897892559,-1.27142374137667,0.144508670520231,0.365875818309506,0.289495525614021,2402,"tags=30%, list=23%, signal=23%","Trim37/Cetn1/Spice1/Cep192/Chmp2a/Vps4b/Deup1/Cetn4/Rttn"
"GO:0051928","GO:0051928","positive regulation of calcium ion transport",78,0.281907320889679,1.21680015425792,0.144444444444444,0.365875818309506,0.289495525614021,1840,"tags=26%, list=18%, signal=21%","Wfs1/Ppp3ca/Itpr1/Cacna1c/Fgf14/Plcg1/Cask/Atp2b2/Cacna1d/Drd1/Cacnb2/Akap5/Atp1b1/Ank2/Ntsr1/Adrb2/Cemip/Trpv3/Stac/Adrb1"
"GO:0018210","GO:0018210","peptidyl-threonine modification",80,0.280936155442672,1.21517066860595,0.144469525959368,0.365875818309506,0.289495525614021,2584,"tags=35%, list=25%, signal=26%","Bcl2/Spred2/Prkcd/Phip/Pard3/Hipk2/Prkd1/Galnt13/Met/Galnt16/Sirt2/Trpc5/Akt3/Ube2k/Nlk/Cdc42bpa/Cemip/Cdc42bpb/Chek1/Galnt2/Gsk3b/Mtor/Ulk1/Galntl6/Myo3a/Wnk1/Myo3b/Rock1"
"GO:0060977","GO:0060977","coronary vasculature morphogenesis",25,0.387696071394881,1.29409572888067,0.144897959183673,0.365972684553781,0.289572170046086,2172,"tags=36%, list=21%, signal=28%","Sgcd/Smad6/Prok2/Arid2/Tgfbr3/Pbrm1/Rxra/Hey2/Lrp2"
"GO:0061098","GO:0061098","positive regulation of protein tyrosine kinase activity",25,0.387097241027471,1.29209688525556,0.144897959183673,0.365972684553781,0.289572170046086,738,"tags=20%, list=7%, signal=19%","Epha4/Grm5/Lrp8/Abi2/Agrn"
"GO:0071168","GO:0071168","protein localization to chromatin",33,-0.364214066828502,-1.27157885955156,0.145038167938931,0.365972684553781,0.289572170046086,1310,"tags=21%, list=13%, signal=19%","Msh2/Chmp7/Esco2/Sirt6/Cdk9/Mcm8/Wbp2"
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation",109,0.257112548409734,1.18531850675014,0.144957983193277,0.365972684553781,0.289572170046086,2273,"tags=34%, list=22%, signal=27%","Arid1b/Arid1a/Rasgrp1/Sox12/Rc3h1/Hspb1/Ambra1/Sox13/Zmiz1/Socs1/Ptpn6/Ap3d1/Arid2/Zbtb16/Itpkb/Drosha/Egr3/Tox/Sox4/Rhoh/Smarca4/Rorc/Pbrm1/Cd74/Xrcc6/Sh3rf1/Sash3/Zeb1/Ptprc/Nrarp/Gas6/Pik3r6/Smarcd2/Abl1/Irf1/Gli3/Nfkbiz"
"GO:0051306","GO:0051306","mitotic sister chromatid separation",40,-0.343796429277527,-1.26011672943083,0.145348837209302,0.366136546816332,0.289701824397239,2060,"tags=38%, list=20%, signal=30%","Psmg2/Rb1/Anapc7/Cdc16/Pcid2/Cep192/Bub3/Kntc1/Cdca8/Lcmt1/Gen1/Spc25/Dync1li1/Usp44/Trip13"
"GO:0090307","GO:0090307","mitotic spindle assembly",51,-0.315836609384263,-1.23594128867787,0.145283018867925,0.366136546816332,0.289701824397239,2610,"tags=47%, list=25%, signal=35%","Zfp207/Poldip2/Cep97/Rab11a/Birc5/Ccsap/Tpx2/Chmp5/Mybl2/Chmp4b/Spice1/Cep192/Bccip/Kif3b/Chmp2a/Abraxas1/Cdca8/Chmp7/Mzt1/Vps4b/Chmp2b/Racgap1/Cltc/Chek2"
"GO:0015914","GO:0015914","phospholipid transport",60,0.29692598629796,1.22725019362864,0.145833333333333,0.367046734234234,0.290422000948317,1477,"tags=25%, list=14%, signal=22%","Abcg1/Xkr6/Atp9a/Prkcd/Ano6/Xkr4/Tmem30c/Trpc5/Abca12/Plscr1/Slc4a1/Ano3/Osbpl5/Mfsd2a/Pitpnm1"
"GO:0007616","GO:0007616","long-term memory",28,0.365216513815271,1.25285674457473,0.146443514644351,0.367960938988337,0.291145356175865,1190,"tags=25%, list=12%, signal=22%","Drd2/Crebbp/Ccnd2/Tacr1/Gria1/Btbd9/Adcy1"
"GO:0009791","GO:0009791","post-embryonic development",79,0.279234738819867,1.20400033742663,0.146396396396396,0.367960938988337,0.291145356175865,1521,"tags=23%, list=15%, signal=20%","Foxp2/Bcl11b/Bcl2/Acvr2b/Dscam/Chst11/Itpr1/Tet2/Tcf7l2/Sox6/Arid5b/Gigyf2/Enpp1/Slc8a1/Large1/Etnk2/Kmt2a/Atn1"
"GO:0032480","GO:0032480","negative regulation of type I interferon production",25,0.384842255741342,1.28456994071632,0.146938775510204,0.368603336160588,0.291653646414595,1023,"tags=24%, list=10%, signal=22%","Nmi/Crebbp/Ptprs/Qki/Traip/Traf3ip1"
"GO:0034314","GO:0034314","Arp2/3 complex-mediated actin nucleation",36,-0.347551764683935,-1.24983806472669,0.146946564885496,0.368603336160588,0.291653646414595,1837,"tags=28%, list=18%, signal=23%","Dnai3/Nckap1/Rnh1/Arpc3/Cyfip1/Arf1/Pick1/Carmil3/Ap1ar/Arpc5"
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process",22,-0.406699594723426,-1.29790317354188,0.147227533460803,0.368997518682248,0.291965539331768,768,"tags=45%, list=7%, signal=42%","Srd5a3/Pdxp/Sult1b1/Nudt3/Maoa/Cyp39a1/Comt/Cyp46a1/Dio2/Lct"
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress",46,-0.327625205311859,-1.24610280257331,0.147859922178988,0.370271065624693,0.292973220416571,2717,"tags=46%, list=26%, signal=34%","Sfpq/Nfe2l2/Mcl1/Bag5/Diablo/Stk24/Gskip/Hif1a/Aldh2/Mapt/Stk25/Zfp622/Mmp2/Sod1/Pycr1/Sod2/Pdk1/Rnf7/Park7/Fbxo7/P4hb"
"GO:1901874","GO:1901874","negative regulation of post-translational protein modification",63,-0.302427491583548,-1.2356577902055,0.148148148148148,0.37037037037037,0.293051794288107,3273,"tags=43%, list=32%, signal=29%","Per2/Svbp/Ctnnb1/Sqstm1/Psen1/Dysf/Rpl23/Minar1/Bag5/Spry2/Hdac8/Atg5/Rpl5/Hmg20a/Akt1/Bag2/Gclc/Tspo/Hmg20b/Spopl/Usp44/Ogt/Park7/Vps28/Cry1/Arrb1/Ube2b"
"GO:0046545","GO:0046545","development of primary female sexual characteristics",68,-0.297378029300622,-1.23159301550735,0.148148148148148,0.37037037037037,0.293051794288107,1375,"tags=24%, list=13%, signal=21%","Nup107/Eif2b5/Mmp2/Sod1/Angpt1/Lhcgr/Inhba/Zfp830/Eif2b2/Insr/Plekha1/Brca2/Arrb1/Pdgfra/Kit/Kdr"
"GO:0051125","GO:0051125","regulation of actin nucleation",30,-0.372601970690047,-1.26728814829305,0.148362235067437,0.370594686086306,0.29322928182032,1837,"tags=30%, list=18%, signal=25%","Dnai3/Gsn/Nckap1/Rnh1/Cyfip1/Arf1/Pick1/Carmil3/Ap1ar"
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation",32,-0.363754624665366,-1.26083104980744,0.149139579349904,0.370672182204099,0.293290599836518,2060,"tags=38%, list=20%, signal=30%","Psmg2/Pcid2/Cep192/Bub3/Kntc1/Cdca8/Lcmt1/Gen1/Spc25/Dync1li1/Usp44/Trip13"
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation",32,-0.363754624665366,-1.26083104980744,0.149139579349904,0.370672182204099,0.293290599836518,2060,"tags=38%, list=20%, signal=30%","Psmg2/Pcid2/Cep192/Bub3/Kntc1/Cdca8/Lcmt1/Gen1/Spc25/Dync1li1/Usp44/Trip13"
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition",32,-0.363754624665366,-1.26083104980744,0.149139579349904,0.370672182204099,0.293290599836518,2060,"tags=38%, list=20%, signal=30%","Psmg2/Pcid2/Cep192/Bub3/Kntc1/Cdca8/Lcmt1/Gen1/Spc25/Dync1li1/Usp44/Trip13"
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation",32,-0.363754624665366,-1.26083104980744,0.149139579349904,0.370672182204099,0.293290599836518,2060,"tags=38%, list=20%, signal=30%","Psmg2/Pcid2/Cep192/Bub3/Kntc1/Cdca8/Lcmt1/Gen1/Spc25/Dync1li1/Usp44/Trip13"
"GO:0032786","GO:0032786","positive regulation of DNA-templated transcription, elongation",47,-0.327794918749101,-1.2587241135182,0.148571428571429,0.370672182204099,0.293290599836518,2741,"tags=40%, list=27%, signal=30%","Med23/Med14/Med8/Pwwp2b/Med16/Med28/Ccnt1/Ccnk/Med20/Med9/Med17/Med22/Leo1/Map2k1/Supt6/Med31/Ncbp2/Cdk9/Cbx7"
"GO:0050878","GO:0050878","regulation of body fluid levels",172,0.235428655511289,1.16445798293328,0.149122807017544,0.370672182204099,0.293290599836518,1191,"tags=17%, list=12%, signal=15%","Cftr/Chrm3/Wfs1/Drd2/Adra2c/Hnf4a/Prkg1/Egfr/Ppp3ca/Ext1/Prkcd/Kalrn/Ano6/Htr4/Pdss2/St3gal4/Ptpro/Oprk1/Atp2b2/Serping1/Nr3c2/Gna13/Adora2a/Prkce/Adra2b/Ptpn6/Slc4a1/Ubash3b/Erbb4"
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity",24,0.39222944460183,1.28881620200211,0.149590163934426,0.371482240437158,0.293931550186943,381,"tags=17%, list=4%, signal=16%","Tap1/Cadm1/Tap2/Rasgrp1"
"GO:0043277","GO:0043277","apoptotic cell clearance",24,-0.391073609602334,-1.27121129906628,0.149805447470817,0.371707105298114,0.294109472224576,2149,"tags=42%, list=21%, signal=33%","Rac1/Tgm2/Rac3/Jmjd6/Xkr5/Rara/Xkr7/Rab14/Itgav/Lrp1"
"GO:0034315","GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation",25,-0.39189010122825,-1.27940708207159,0.150390625,0.37224219712699,0.294532858200091,1837,"tags=40%, list=18%, signal=33%","Gmfb/Wasf3/Dnai3/Nckap1/Rnh1/Cyfip1/Arf1/Pick1/Carmil3/Ap1ar"
"GO:0090224","GO:0090224","regulation of spindle organization",29,-0.376352734235956,-1.27561448833621,0.150763358778626,0.37224219712699,0.294532858200091,3646,"tags=66%, list=36%, signal=42%","Chmp1a/Rnf4/Chmp6/Drg1/Dync1h1/Mapk15/Cep97/Sass6/Ccsap/Tpx2/Chmp5/Chmp4b/Chmp2a/Chmp7/Vps4b/Chmp2b/Rae1/Cltc/Dctn1"
"GO:0003230","GO:0003230","cardiac atrium development",25,0.381028035578708,1.27183840592487,0.151020408163265,0.37224219712699,0.294532858200091,2155,"tags=40%, list=21%, signal=32%","Prox1/Bmpr2/Ank2/Notch2/Sox4/Acvr1/Tgfb2/Ccm2l/Wnt11/Hey2"
"GO:1901889","GO:1901889","negative regulation of cell junction assembly",25,0.379858390106312,1.26793423118127,0.151020408163265,0.37224219712699,0.294532858200091,2223,"tags=40%, list=22%, signal=31%","Robo1/Arhgap6/Clstn3/Ptk2/Ptpn13/Epha7/Dusp22/Itgb1bp1/Gsk3b/Clasp2"
"GO:0043647","GO:0043647","inositol phosphate metabolic process",25,0.379749638127334,1.26757122654468,0.151020408163265,0.37224219712699,0.294532858200091,1297,"tags=32%, list=13%, signal=28%","Synj2/Plcb1/Plcg1/Itpka/Ip6k2/Ntsr1/Pou1f1/Itpkb"
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening",28,-0.37402733059318,-1.2641294368426,0.150763358778626,0.37224219712699,0.294532858200091,3174,"tags=39%, list=31%, signal=27%","Ctnnb1/Mapk15/Tcp1/Cct4/Naf1/Tnks/Cct2/Map3k4/Prkcq/Cct8/Hnrnpa2b1"
"GO:0030833","GO:0030833","regulation of actin filament polymerization",89,0.269938202127404,1.20240533567105,0.150984682713348,0.37224219712699,0.294532858200091,2178,"tags=28%, list=21%, signal=22%","Pecam1/Nck2/Dbn1/Fhod3/Prkcd/Cracd/Tenm1/Svil/Add3/Prex1/Prkce/Kank4/Arf6/Lats1/Capza2/Vill/Kirrel1/Eps8/Daam2/Cyfip2/Add1/Slit2/Grb2/Ssh2/Mtor"
"GO:0016042","GO:0016042","lipid catabolic process",187,-0.24354182451299,-1.1827204328456,0.150442477876106,0.37224219712699,0.294532858200091,2824,"tags=34%, list=28%, signal=25%","Acaa1b/Pex13/Sgpl1/Srd5a3/Naaa/Bdh2/Fmc1/Nudt19/Plcb2/Enpp2/Hsd17b11/Naga/Gla/Decr2/Lpin2/Pld1/Pnpla8/Slc27a4/Angptl3/Sesn2/Sorl1/Abhd3/Phyh/Decr1/Pnpla6/Akt2/Hacl1/Akt1/Napepld/Acat3/Plcd4/Gpcpd1/Etfdh/Abhd2/Plbd1/Pex5/Adra2a/Pla2g7/Ywhah/Pnpla2/Sirt6/Ppard/Tysnd1/Lipc/Cyp39a1/Hadha/Nudt7/Dbi/Pla2g12a/Bco2/Acadl/Asah1/Pla2g12b/Cpt1a/Slc25a17/Eci3/Ppt1/Cyp46a1/Abhd12/Abcb11/Scp2/Crat/Lrp1/Lct"
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process",24,-0.38943558923194,-1.26588680272642,0.151750972762646,0.373306526446025,0.295374997965064,1532,"tags=38%, list=15%, signal=32%","Hprt1/Atic/Umps/Aprt/Gmps/Uck1/Ampd3/Ppat/Upp1"
"GO:0010830","GO:0010830","regulation of myotube differentiation",23,0.388625682993388,1.26462167807131,0.152083333333333,0.373306526446025,0.295374997965064,2178,"tags=35%, list=21%, signal=27%","Bcl2/Rbm38/Hdac4/Rbm24/Bhlhe41/Bdnf/Hdac9/Mtor"
"GO:0019730","GO:0019730","antimicrobial humoral response",21,-0.402019389550585,-1.25888710650234,0.152509652509653,0.373306526446025,0.295374997965064,2563,"tags=57%, list=25%, signal=43%","Hmgn2-ps/Gapdh/Acod1/Romo1/Tac1/Cxcl12/Ltf/Rpl39/Rpl30/Cxcl14/Ppp2r3c/Kng1"
"GO:0014059","GO:0014059","regulation of dopamine secretion",32,0.349606883135848,1.25568654852278,0.152400835073069,0.373306526446025,0.295374997965064,2312,"tags=28%, list=23%, signal=22%","Syt10/Drd2/Syt1/Oprk1/Syt6/Cnr1/Syt17/Kcna2/Syt13"
"GO:0048599","GO:0048599","oocyte development",33,0.346536954166705,1.25182434515213,0.152719665271967,0.373306526446025,0.295374997965064,1394,"tags=27%, list=14%, signal=24%","Foxo3/Bcl2/Wdr77/Plcb1/Sirt2/Tdrkh/Pde3a/Fbxo5/Tut4"
